selector_id,selector_name,period,n,pending,mean_pct,median_pct,win_pct,plus10_pct,plus20_pct,minus10_pct,minus20_pct,max_up_pct,max_down_pct,top3_ex_mean_pct,cash_pl_100_yen,required_capital_yen,capital_return_pct,simple_annualized_pct
volr20_low,Silence,2024-05,7,0,32.2097794819,15.242881072,85.7142857143,71.4285714286,42.8571428571,0,0,111.111111111,-3.4375,6.45513314679,17700,66300,26.6968325792,423.948603187
volr20_low,Silence,2024-06,5,0,21.8206844469,5.30303030303,80,20,20,0,0,91.5697674419,0,1.23726346434,68300,137500,49.6727272727,863.932909091
volr20_low,Silence,2024-07,8,0,0.727216652827,-5.53091397851,37.5,12.5,12.5,50,12.5,91.1428615025,-52.3703681098,-17.6007249276,-3269.99969477,172600,-1.89455370497,-26.6142896764
volr20_low,Silence,2024-08,6,0,8.1241900335,8.20263599375,66.6666666667,50,16.6666666667,0,0,27.9296875,-5.8002165568,-3.27526928067,23260.0006103,140139.99939,16.5976885341,336.787847467
volr20_low,Silence,2024-09,10,0,-2.62373217106,-5.18273594065,30,30,20,30,20,22.2222222222,-23.6363636364,-12.4376475053,-37729.9995422,184919.999695,-20.4034174803,-225.824097244
volr20_low,Silence,2024-10,13,0,3.58533003816,1.38888888889,53.8461538462,23.0769230769,23.0769230769,30.7692307692,0,51.5527950311,-16.2962962963,-5.15742151949,-6999.99999997,327400,-2.1380574221,-22.3116982284
volr20_low,Silence,2024-11,3,0,-0.543141915633,-6.1038961039,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,30.7456567977,-26.2711864407,,-1780.00030518,96580.0003052,-1.84303199374,-48.0824009267
volr20_low,Silence,2024-12,3,0,31.6026676025,11.6883116883,66.6666666667,66.6666666667,33.3333333333,33.3333333333,33.3333333333,105.405405405,-22.2857142857,,33000,33300,99.0990990991,1005.4222973
volr20_low,Silence,2025-01,6,0,2.76317896731,1.72965527438,50,16.6666666667,0,0,0,17.0520231214,-8.70004917236,-5.20269361034,5259.9975586,183380.001831,2.86835942092,61.6262803409
volr20_low,Silence,2025-02,6,0,2.61755095124,4.2188975719,66.6666666667,16.6666666667,16.6666666667,16.6666666667,0,21.8784530387,-10.7407407407,-5.76766523002,5140.0024414,300800,1.70877740738,20.8039377405
volr20_low,Silence,2025-03,3,0,8.5077086233,22.8070175439,66.6666666667,66.6666666667,66.6666666667,33.3333333333,33.3333333333,30.8851224105,-28.1690140845,,33400,106200,31.450094162,370.545516676
volr20_low,Silence,2025-04,1,0,31.1827956989,31.1827956989,100,100,100,0,0,31.1827956989,31.1827956989,,2900,9300,31.1827956989,1627.04032258
volr20_low,Silence,2025-05,6,0,0.79866885399,2.56477968142,50,50,0,33.3333333333,0,15.7480314961,-16.2337662338,-13.3810633811,-630.00030517,48809.9998474,-1.29071974419,-27.7309238922
volr20_low,Silence,2025-06,3,0,30.2667641915,27.6041666667,66.6666666667,66.6666666667,66.6666666667,33.3333333333,0,82.8571428571,-19.6610169492,,2400,33000,7.27272727273,147.572727273
