code,name,market,ticker
6027,弁護士ドットコム,Prime,6027.T
6029,アトラグループ,Standard,6029.T
6030,アドベンチャー,Growth,6030.T
6031,ＺＥＴＡ,Growth,6031.T
6033,エクストリーム,Growth,6033.T
6034,ＭＲＴ,Growth,6034.T
6035,アイ・アールジャパンホールディングス,Standard,6035.T
6036,ＫｅｅＰｅｒ技研,Prime,6036.T
6037,楽待,Standard,6037.T
6038,イード,Growth,6038.T
6039,日本動物高度医療センター,Growth,6039.T
603A,アイ・グリッド・ソリューションズ,Growth,603A.T
6040,日本スキー場開発,Growth,6040.T
6042,ニッキ,Standard,6042.T
6044,三機サービス,Standard,6044.T
6045,レントラックス,Growth,6045.T
6046,リンクバル,Standard,6046.T
6047,Ｇｕｎｏｓｙ,Standard,6047.T
6049,イトクロ,Growth,6049.T
604A,ビーエイブル,Standard,604A.T
6050,イー・ガーディアン,Prime,6050.T
6054,リブセンス,Standard,6054.T
6055,ジャパンマテリアル,Prime,6055.T
6058,ベクトル,Prime,6058.T
6059,ウチヤマホールディングス,Standard,6059.T
6061,ユニバーサル園芸社,Standard,6061.T
6062,チャーム・ケア・コーポレーション,Prime,6062.T
6063,日本エマージェンシーアシスタンス,Standard,6063.T
6069,トレンダーズ,Growth,6069.T
6070,キャリアリンク,Prime,6070.T
6071,ＩＢＪ,Prime,6071.T
6072,地盤ネットホールディングス,Standard,6072.T
6073,アサンテ,Prime,6073.T
6074,ジェイエスエス,Standard,6074.T
6078,バリューＨＲ,Prime,6078.T
607A,エブリー,Growth,607A.T
6080,Ｍ＆Ａキャピタルパートナーズ,Prime,6080.T
6081,アライドアーキテクツ,Growth,6081.T
6082,ライドオンエクスプレスホールディングス,Standard,6082.T
6083,ＥＲＩホールディングス,Standard,6083.T
6085,アーキテクツ・スタジオ・ジャパン,Growth,6085.T
6086,シンメンテホールディングス,Growth,6086.T
6087,アビスト,Standard,6087.T
6088,シグマクシス・ホールディングス,Prime,6088.T
6089,ウィルグループ,Prime,6089.T
6090,ヒューマン・メタボローム・テクノロジーズ,Standard,6090.T
6091,ウエスコホールディングス,Standard,6091.T
6092,エンバイオ・ホールディングス,Standard,6092.T
6093,ミトラグループ,Standard,6093.T
6094,フリークアウト・ホールディングス,Growth,6094.T
6098,リクルートホールディングス,Prime,6098.T
6099,エラン,Prime,6099.T
6101,ツガミ,Prime,6101.T
6103,オークマ,Prime,6103.T
6104,芝浦機械,Prime,6104.T
6113,アマダ,Prime,6113.T
6118,アイダエンジニアリング,Prime,6118.T
6125,岡本工作機械製作所,Standard,6125.T
6134,ＦＵＪＩ,Prime,6134.T
6135,牧野フライス製作所,Prime,6135.T
6136,オーエスジー,Prime,6136.T
6137,小池酸素工業,Standard,6137.T
6138,ダイジェット工業,Standard,6138.T
6140,旭ダイヤモンド工業,Prime,6140.T
6141,ＤＭＧ森精機,Prime,6141.T
6143,ソディック,Prime,6143.T
6144,西部電機,Standard,6144.T
6145,ＮＩＴＴＯＫＵ,Standard,6145.T
6146,ディスコ,Prime,6146.T
6147,ヤマザキ,Standard,6147.T
6149,小田原エンジニアリング,Standard,6149.T
6150,タケダ機械,Standard,6150.T
6151,日東工器,Prime,6151.T
6155,高松機械工業,Standard,6155.T
6156,エーワン精密,Standard,6156.T
6157,日進工具,Standard,6157.T
6158,和井田製作所,Standard,6158.T
6159,ミクロン精密,Standard,6159.T
6161,エスティック,Standard,6161.T
6165,パンチ工業,Standard,6165.T
6166,中村超硬,Growth,6166.T
6167,冨士ダイス,Prime,6167.T
6171,土木管理総合試験所,Standard,6171.T
6176,ブランジスタ,Standard,6176.T
6177,ＡｐｐＢａｎｋ,Growth,6177.T
6178,日本郵政,Prime,6178.T
6180,ＧＭＯメディア,Growth,6180.T
6181,タメニー,Growth,6181.T
6182,メタリアル,Growth,6182.T
6183,ベルシステム２４ホールディングス,Prime,6183.T
6184,鎌倉新書,Prime,6184.T
6185,ＳＭＮ,Standard,6185.T
6186,一蔵,Standard,6186.T
6189,グローバルキッズＣＯＭＰＡＮＹ,Standard,6189.T
6190,フェニックスバイオ,Growth,6190.T
6191,エアトリ,Prime,6191.T
6193,バーチャレクス・ホールディングス,Growth,6193.T
6194,アトラエ,Prime,6194.T
6195,ホープ,Growth,6195.T
6196,ストライクグループ,Prime,6196.T
6198,キャリア,Growth,6198.T
6199,セラク,Standard,6199.T
6200,インソース,Prime,6200.T
6203,豊和工業,Standard,6203.T
6208,石川製作所,Standard,6208.T
6209,リケンＮＰＲ,Prime,6209.T
6217,津田駒工業,Standard,6217.T
6218,エンシュウ,Standard,6218.T
6222,島精機製作所,Prime,6222.T
6223,西部技研,Standard,6223.T
6224,ＪＲＣ,Growth,6224.T
6226,守谷輸送機工業,Standard,6226.T
6227,ＡＩメカテック,Standard,6227.T
6228,ジェイ・イー・ティ,Standard,6228.T
6229,オーケーエム,Standard,6229.T
6230,ＳＡＮＥＩ,Standard,6230.T
6231,木村工機,Standard,6231.T
6232,ＡＣＳＬ,Growth,6232.T
6233,ＫＬＡＳＳ,Standard,6233.T
6235,オプトラン,Prime,6235.T
6237,イワキポンプ,Prime,6237.T
6238,フリュー,Prime,6238.T
6239,ナガオカ,Standard,6239.T
6240,ヤマシンフィルタ,Prime,6240.T
6245,ヒラノテクシード,Standard,6245.T
6246,テクノスマート,Standard,6246.T
6247,日阪製作所,Prime,6247.T
6248,横田製作所,Standard,6248.T
6249,ゲームカードホールディングス,Standard,6249.T
6250,やまびこ,Prime,6250.T
6254,野村マイクロ・サイエンス,Prime,6254.T
6255,エヌ・ピー・シー,Growth,6255.T
6257,藤商事,Standard,6257.T
6258,平田機工,Prime,6258.T
6262,ＰＥＧＡＳＵＳ,Standard,6262.T
6264,マルマエ,Prime,6264.T
6265,コンバム,Standard,6265.T
6266,タツモ,Prime,6266.T
6267,ゼネラルパッカー,Standard,6267.T
6268,ナブテスコ,Prime,6268.T
6269,三井海洋開発,Prime,6269.T
6272,レオン自動機,Prime,6272.T
6273,ＳＭＣ,Prime,6273.T
6276,シリウスビジョン,Standard,6276.T
6277,ホソカワミクロン,Prime,6277.T
6278,ユニオンツール,Prime,6278.T
6279,瑞光,Prime,6279.T
6282,オイレス工業,Prime,6282.T
6284,日精エー・エス・ビー機械,Prime,6284.T
6286,靜甲,Standard,6286.T
6287,サトー,Prime,6287.T
6289,技研製作所,Prime,6289.T
6291,日本エアーテック,Standard,6291.T
6292,カワタ,Standard,6292.T
6294,オカダアイヨン,Prime,6294.T
6298,ワイエイシイホールディングス,Prime,6298.T
6301,小松製作所,Prime,6301.T
6302,住友重機械工業,Prime,6302.T
6305,日立建機,Prime,6305.T
6306,日工,Prime,6306.T
6307,サンセイ,Standard,6307.T
6309,巴工業,Prime,6309.T
6310,井関農機,Prime,6310.T
6315,ＴＯＷＡ,Prime,6315.T
6316,丸山製作所,Standard,6316.T
6317,北川鉄工所,Standard,6317.T
6322,タクミナ,Standard,6322.T
6323,ローツェ,Prime,6323.T
6324,ハーモニック・ドライブ・システムズ,Prime,6324.T
6325,タカキタ,Standard,6325.T
6326,クボタ,Prime,6326.T
6327,北川精機,Standard,6327.T
6328,荏原実業,Prime,6328.T
6330,東洋エンジニアリング,Prime,6330.T
6331,三菱化工機,Prime,6331.T
6332,月島ホールディングス,Prime,6332.T
6333,ＴＥＩＫＯＫＵ,Prime,6333.T
6334,明治機械,Standard,6334.T
6335,東京機械製作所,Standard,6335.T
6336,石井表記,Standard,6336.T
6337,テセック,Standard,6337.T
6338,タカトリ,Standard,6338.T
6339,新東工業,Prime,6339.T
6340,澁谷工業,Prime,6340.T
6342,太平製作所,Standard,6342.T
6343,フリージア・マクロス,Standard,6343.T
6345,アイチ　コーポレーション,Prime,6345.T
6346,キクカワエンタープライズ,Standard,6346.T
6347,プラコー,Standard,6347.T
6349,小森コーポレーション,Prime,6349.T
6351,鶴見製作所,Prime,6351.T
6356,日本ギア工業,Standard,6356.T
6357,三精テクノロジーズ,Standard,6357.T
6358,酒井重工業,Prime,6358.T
6360,東京自働機械製作所,Standard,6360.T
6361,荏原製作所,Prime,6361.T
6363,酉島製作所,Prime,6363.T
6364,ＡＩＲＭＡＮ,Prime,6364.T
6365,電業社機械製作所,Standard,6365.T
6366,千代田化工建設,Standard,6366.T
6367,ダイキン工業,Prime,6367.T
6368,オルガノ,Prime,6368.T
6369,トーヨーカネツ,Prime,6369.T
6370,栗田工業,Prime,6370.T
6371,椿本チエイン,Prime,6371.T
6376,日機装,Prime,6376.T
6378,木村化工機,Standard,6378.T
6379,レイズネクスト,Prime,6379.T
6380,オリエンタルチエン工業,Standard,6380.T
6381,アネスト岩田,Prime,6381.T
6382,トリニティ工業,Standard,6382.T
6383,ダイフク,Prime,6383.T
6384,昭和真空,Standard,6384.T
6387,サムコ,Prime,6387.T
6390,加藤製作所,Prime,6390.T
6391,加地テック,Standard,6391.T
6392,ヤマダコーポレーション,Standard,6392.T
6393,油研工業,Standard,6393.T
6395,タダノ,Prime,6395.T
6396,宇野澤組鐵工所,Standard,6396.T
6400,不二精機,Standard,6400.T
6402,兼松エンジニアリング,Standard,6402.T
6405,鈴茂器工,Standard,6405.T
6407,ＣＫＤ,Prime,6407.T
6408,小倉クラッチ,Standard,6408.T
6412,平和,Prime,6412.T
6413,理想科学工業,Prime,6413.T
6417,ＳＡＮＫＹＯ,Prime,6417.T
6418,日本金銭機械,Prime,6418.T
6419,マースグループホールディングス,Prime,6419.T
6420,ガリレイホールディングス,Prime,6420.T
6424,高見沢サイバネティックス,Standard,6424.T
6425,ユニバーサルエンターテインメント,Standard,6425.T
6428,オーイズミ,Standard,6428.T
6430,ダイコク電機,Prime,6430.T
6432,竹内製作所,Prime,6432.T
6433,ヒーハイスト,Standard,6433.T
6436,アマノ,Prime,6436.T
6440,ＪＵＫＩ,Prime,6440.T
6444,サンデン,Standard,6444.T
6445,ジャノメ,Prime,6445.T
6448,ブラザー工業,Prime,6448.T
6454,マックス,Prime,6454.T
6455,モリタホールディングス,Prime,6455.T
6457,グローリー,Prime,6457.T
6458,新晃工業,Prime,6458.T
6459,だいわ,Prime,6459.T
6460,セガサミーホールディングス,Prime,6460.T
6463,ＴＰＲ,Prime,6463.T
6464,ツバキ・ナカシマ,Prime,6464.T
6465,ホシザキ,Prime,6465.T
6466,ＴＶＥ,Standard,6466.T
6467,ニチダイ,Standard,6467.T
6469,放電精密加工研究所,Standard,6469.T
6470,大豊工業,Standard,6470.T
6471,日本精工,Prime,6471.T
6472,ＮＴＮ,Prime,6472.T
6473,ジェイテクト,Prime,6473.T
6474,不二越,Prime,6474.T
6479,ミネベアミツミ,Prime,6479.T
6480,日本トムソン,Prime,6480.T
6481,ＴＨＫ,Prime,6481.T
6482,ＹＵＳＨＩＮ,Standard,6482.T
6484,ＫＶＫ,Standard,6484.T
6485,前澤給装工業,Standard,6485.T
6486,イーグル工業,Prime,6486.T
6488,ヨシタケ,Standard,6488.T
6490,ＰＩＬＬＡＲ,Prime,6490.T
6492,岡野バルブ製造,Standard,6492.T
6493,ＮＩＴＴＡＮ,Standard,6493.T
6494,ＮＦＫホールディングス,Standard,6494.T
6495,宮入バルブ製作所,Standard,6495.T
6496,中北製作所,Standard,6496.T
6497,ハマイ,Standard,6497.T
6498,キッツ,Prime,6498.T
6501,日立製作所,Prime,6501.T
6503,三菱電機,Prime,6503.T
6504,富士電機,Prime,6504.T
6505,東洋電機製造,Standard,6505.T
6506,安川電機,Prime,6506.T
6507,シンフォニアテクノロジー,Prime,6507.T
6508,明電舎,Prime,6508.T
6513,オリジン,Standard,6513.T
6516,山洋電気,Prime,6516.T
6517,デンヨー,Prime,6517.T
6518,三相電機,Standard,6518.T
6521,オキサイド,Growth,6521.T
6522,アスタリスク,Growth,6522.T
6523,ＰＨＣホールディングス,Prime,6523.T
6524,湖北工業,Standard,6524.T
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,Prime,6525.T
6526,ソシオネクスト,Prime,6526.T
6532,ベイカレント,Prime,6532.T
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,Prime,6533.T
6535,アイモバイル,Prime,6535.T
6537,ＷＡＳＨハウス,Growth,6537.T
6538,ディスラプターズ,Standard,6538.T
6539,ＭＳ－Ｊａｐａｎ,Prime,6539.T
6540,船場,Standard,6540.T
6543,日宣,Standard,6543.T
6544,ジャパンエレベーターサービスホールディングス,Prime,6544.T
6545,インターネットインフィニティー,Growth,6545.T
6546,フルテック,Standard,6546.T
6547,グリーンズ,Standard,6547.T
6548,旅工房,Growth,6548.T
6549,ディーエムソリューションズ,Standard,6549.T
6551,ツナググループ・ホールディングス,Standard,6551.T
6552,ＧａｍｅＷｉｔｈ,Standard,6552.T
6554,エスユーエス,Growth,6554.T
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,Standard,6555.T
6557,ＡＩＡＩグループ,Growth,6557.T
6558,クックビズ,Growth,6558.T
6560,エル・ティー・エス,Prime,6560.T
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,Growth,6561.T
6562,ジーニー,Growth,6562.T
6563,みらいワークス,Growth,6563.T
6564,ミダックホールディングス,Prime,6564.T
6566,要興業,Standard,6566.T
6568,神戸天然物化学,Growth,6568.T
6570,共和コーポレーション,Standard,6570.T
6571,キュービーネットホールディングス,Prime,6571.T
6572,オープングループ,Prime,6572.T
6573,ＣＲＡＶＩＡ,Growth,6573.T
6574,コンヴァノ,Growth,6574.T
6577,ベストワンドットコム,Growth,6577.T
6578,コレックホールディングス,Standard,6578.T
6579,ログリー,Growth,6579.T
6580,ライトアップ,Growth,6580.T
6584,三櫻工業,Prime,6584.T
6586,マキタ,Prime,6586.T
6588,東芝テック,Prime,6588.T
6590,芝浦メカトロニクス,Prime,6590.T
6592,マブチモーター,Prime,6592.T
6594,ニデック,Prime,6594.T
6597,ＨＰＣシステムズ,Growth,6597.T
6599,エブレン,Standard,6599.T
6612,バルミューダ,Growth,6612.T
6613,ＱＤレーザ,Growth,6613.T
6614,シキノハイテック,Standard,6614.T
6615,ユー・エム・シー・エレクトロニクス,Prime,6615.T
6616,トレックス・セミコンダクター,Prime,6616.T
6617,東光高岳,Prime,6617.T
6619,ダブル・スコープ,Prime,6619.T
6620,宮越ホールディングス,Prime,6620.T
6622,ダイヘン,Prime,6622.T
6625,ＪＡＬＣＯホールディングス,Standard,6625.T
6626,ＳＥＭＩＴＥＣ,Standard,6626.T
6627,テラプローブ,Standard,6627.T
6629,テクノホライゾン,Standard,6629.T
6630,ヤーマン,Prime,6630.T
6632,ＪＶＣケンウッド,Prime,6632.T
6633,ＣＧＳホールディングス,Standard,6633.T
6634,ＪＮグループ,Standard,6634.T
6635,大日光・エンジニアリング,Standard,6635.T
6637,寺崎電気産業,Standard,6637.T
6638,ミマキエンジニアリング,Prime,6638.T
6643,戸上電機製作所,Standard,6643.T
6644,大崎電気工業,Prime,6644.T
6645,オムロン,Prime,6645.T
6647,森尾電機,Standard,6647.T
6648,かわでん,Standard,6648.T
6651,日東工業,Prime,6651.T
6652,ＩＤＥＣ,Prime,6652.T
6653,正興電機製作所,Prime,6653.T
6654,不二電機工業,Standard,6654.T
6656,インスペック,Standard,6656.T
6658,シライ電子工業,Standard,6658.T
6659,メディアリンクス,Standard,6659.T
6662,ユビテック,Standard,6662.T
6663,太洋テクノレックス,Standard,6663.T
6664,オプトエレクトロニクス,Standard,6664.T
6666,リバーエレテック,Standard,6666.T
6668,アドテック　プラズマ　テクノロジー,Standard,6668.T
6674,ジーエス・ユアサ　コーポレーション,Prime,6674.T
6675,サクサ,Standard,6675.T
6676,ＢＵＦＦＡＬＯ,Standard,6676.T
6677,エスケーエレクトロニクス,Standard,6677.T
6678,テクノメディカ,Standard,6678.T
6694,ズーム,Standard,6694.T
6696,トラース・オン・プロダクト,Growth,6696.T
6699,ダイヤモンドエレクトリックホールディングス,Standard,6699.T
6701,日本電気,Prime,6701.T
6702,富士通,Prime,6702.T
6703,沖電気工業,Prime,6703.T
6706,電気興業,Prime,6706.T
6707,サンケン電気,Prime,6707.T
6718,アイホン,Prime,6718.T
6721,ウインテスト,Standard,6721.T
6723,ルネサスエレクトロニクス,Prime,6723.T
6724,セイコーエプソン,Prime,6724.T
6727,ワコム,Prime,6727.T
6728,アルバック,Prime,6728.T
6730,アクセル,Standard,6730.T
6731,ピクセラ,Standard,6731.T
6736,サン電子,Standard,6736.T
6737,ＥＩＺＯ,Prime,6737.T
6740,ジャパンディスプレイ,Prime,6740.T
6741,日本信号,Prime,6741.T
6742,京三製作所,Prime,6742.T
6743,大同信号,Standard,6743.T
6744,能美防災,Prime,6744.T
6745,ホーチキ,Prime,6745.T
6748,星和電機,Standard,6748.T
6750,エレコム,Prime,6750.T
6752,パナソニック　ホールディングス,Prime,6752.T
6753,シャープ,Prime,6753.T
6754,アンリツ,Prime,6754.T
6757,ＯＳＧコーポレーション,Standard,6757.T
6758,ソニーグループ,Prime,6758.T
6762,ＴＤＫ,Prime,6762.T
6763,帝国通信工業,Prime,6763.T
6768,タムラ製作所,Prime,6768.T
6769,ザインエレクトロニクス,Standard,6769.T
6770,アルプスアルパイン,Prime,6770.T
6771,池上通信機,Standard,6771.T
6772,東京コスモス電機,Standard,6772.T
6775,ＴＢグループ,Standard,6775.T
6776,天昇電気工業,Standard,6776.T
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,Standard,6777.T
6778,アルチザネットワークス,Standard,6778.T
6779,日本電波工業,Prime,6779.T
6785,鈴木,Prime,6785.T
6786,ＲＶＨ,Standard,6786.T
6787,メイコー,Prime,6787.T
6788,日本トリム,Prime,6788.T
6794,フォスター電機,Prime,6794.T
6797,名古屋電機工業,Standard,6797.T
6798,ＳＭＫ,Prime,6798.T
6800,ヨコオ,Prime,6800.T
6803,ティアック,Standard,6803.T
6804,ホシデン,Prime,6804.T
6806,ヒロセ電機,Prime,6806.T
6807,日本航空電子工業,Prime,6807.T
6809,ＴＯＡ,Prime,6809.T
6810,マクセル,Prime,6810.T
6814,古野電気,Prime,6814.T
6817,スミダコーポレーション,Prime,6817.T
6819,伊豆シャボテンリゾート,Standard,6819.T
6820,アイコム,Prime,6820.T
6822,大井電気,Standard,6822.T
6823,リオン,Prime,6823.T
6824,新コスモス電機,Standard,6824.T
6832,アオイ電子,Standard,6832.T
6834,精工技研,Standard,6834.T
6835,アライドテレシスホールディングス,Standard,6835.T
6836,ぷらっとホーム,Standard,6836.T
6837,京写,Standard,6837.T
6838,多摩川ホールディングス,Standard,6838.T
6840,ＡＫＩＢＡホールディングス,Standard,6840.T
6841,横河電機,Prime,6841.T
6844,新電元工業,Prime,6844.T
6845,アズビル,Prime,6845.T
6848,東亜ディーケーケー,Standard,6848.T
6849,日本光電工業,Prime,6849.T
6850,チノー,Prime,6850.T
6853,共和電業,Standard,6853.T
6855,日本電子材料,Standard,6855.T
6856,堀場製作所,Prime,6856.T
6857,アドバンテスト,Prime,6857.T
6858,小野測器,Standard,6858.T
6859,エスペック,Prime,6859.T
6861,キーエンス,Prime,6861.T
6862,ミナトホールディングス,Standard,6862.T
6863,ニレコ,Standard,6863.T
6864,エヌエフホールディングス,Standard,6864.T
6866,日置電機,Prime,6866.T
6867,リーダー電子,Standard,6867.T
6869,シスメックス,Prime,6869.T
6870,日本フェンオール,Standard,6870.T
6871,日本マイクロニクス,Prime,6871.T
6874,協立電機,Standard,6874.T
6875,メガチップス,Prime,6875.T
6877,ＯＢＡＲＡ　ＧＲＯＵＰ,Standard,6877.T
6882,三社電機製作所,Standard,6882.T
6888,アクモス,Standard,6888.T
6890,フェローテック,Standard,6890.T
6894,パルステック工業,Standard,6894.T
6897,ツインバード,Standard,6897.T
6898,トミタ電機,Standard,6898.T
6899,ＡＳＴＩ,Standard,6899.T
6902,デンソー,Prime,6902.T
6904,原田工業,Standard,6904.T
6905,コーセル,Prime,6905.T
6907,ジオマテック,Standard,6907.T
6908,イリソ電子工業,Prime,6908.T
6912,菊水ホールディングス,Standard,6912.T
6914,オプテックスグループ,Prime,6914.T
6915,千代田インテグレ,Standard,6915.T
6918,アバールデータ,Standard,6918.T
6919,ケル,Standard,6919.T
6920,レーザーテック,Prime,6920.T
6923,スタンレー電気,Prime,6923.T
6925,ウシオ電機,Prime,6925.T
6926,岡谷電機産業,Standard,6926.T
6927,ヘリオス　テクノ　ホールディング,Standard,6927.T
6928,エノモト,Standard,6928.T
6929,日本セラミック,Prime,6929.T
6932,遠藤照明,Standard,6932.T
6941,山一電機,Prime,6941.T
6942,ソフィアホールディングス,Standard,6942.T
6943,ＮＫＫスイッチズ,Standard,6943.T
6946,日本アビオニクス,Standard,6946.T
6947,図研,Prime,6947.T
6951,日本電子,Prime,6951.T
6952,カシオ計算機,Prime,6952.T
6954,ファナック,Prime,6954.T
6955,ＦＤＫ,Standard,6955.T
6958,日本シイエムケイ,Prime,6958.T
6960,フクダ電子,Standard,6960.T
6961,エンプラス,Prime,6961.T
6962,大真空,Prime,6962.T
6963,ローム,Prime,6963.T
6964,サンコー,Standard,6964.T
6965,浜松ホトニクス,Prime,6965.T
6966,三井ハイテック,Prime,6966.T
6969,松尾電機,Standard,6969.T
6971,京セラ,Prime,6971.T
6976,太陽誘電,Prime,6976.T
6977,日本抵抗器製作所,Standard,6977.T
6981,村田製作所,Prime,6981.T
6982,リード,Standard,6982.T
6986,双葉電子工業,Prime,6986.T
6988,日東電工,Prime,6988.T
6989,北陸電気工業,Standard,6989.T
6993,大黒屋ホールディングス,Standard,6993.T
6994,指月電機製作所,Standard,6994.T
6995,東海理化電機製作所,Prime,6995.T
6996,ニチコン,Prime,6996.T
6997,日本ケミコン,Prime,6997.T
6998,日本タングステン,Standard,6998.T
6999,ＫＯＡ,Prime,6999.T
7003,三井Ｅ＆Ｓ,Prime,7003.T
7004,カナデビア,Prime,7004.T
7011,三菱重工業,Prime,7011.T
7012,川崎重工業,Prime,7012.T
7013,ＩＨＩ,Prime,7013.T
7014,名村造船所,Standard,7014.T
7018,内海造船,Standard,7018.T
7021,ニッチツ,Standard,7021.T
7022,サノヤスホールディングス,Standard,7022.T
7030,スプリックス,Standard,7030.T
7031,インバウンドテック,Growth,7031.T
7033,マネジメントソリューションズ,Prime,7033.T
7034,プロレド・パートナーズ,Prime,7034.T
7035,ａｎｄ　ｆａｃｔｏｒｙ,Standard,7035.T
7036,イーエムネットジャパン,Growth,7036.T
7037,テノ．ホールディングス,Standard,7037.T
7038,フロンティア・マネジメント,Prime,7038.T
7039,ブリッジインターナショナルグループ,Growth,7039.T
7040,サン・ライフホールディング,Standard,7040.T
7041,ＣＲＧホールディングス,Growth,7041.T
7042,アクセスグループ・ホールディングス,Standard,7042.T
7043,アルー,Growth,7043.T
7044,ピアラ,Standard,7044.T
7046,ＴＤＳＥ,Growth,7046.T
7047,ポート,Growth,7047.T
7048,ベルトラ,Growth,7048.T
7049,識学,Growth,7049.T
7050,フロンティアインターナショナル,Growth,7050.T
7057,エヌ・シー・エヌ,Standard,7057.T
7058,共栄セキュリティーサービス,Standard,7058.T
7059,コプロ・ホールディングス,Prime,7059.T
7060,ギークス,Standard,7060.T
7061,日本ホスピスホールディングス,Growth,7061.T
7062,フレアス,Growth,7062.T
7063,Ｂｉｒｄｍａｎ,Growth,7063.T
7064,ハウテレビジョン,Standard,7064.T
7065,ユーピーアール,Standard,7065.T
7066,ピアズ,Growth,7066.T
7067,ブランディングテクノロジー,Growth,7067.T
7068,フィードフォースグループ,Growth,7068.T
7069,サイバー・バズ,Growth,7069.T
7071,アンビスホールディングス,Prime,7071.T
7072,インティメート・マージャー,Growth,7072.T
7073,ジェイック,Growth,7073.T
7074,トゥエンティーフォーセブンホールディングス,Growth,7074.T
7075,ＱＬＳホールディングス,Growth,7075.T
7077,ＡＬｉＮＫインターネット,Growth,7077.T
7078,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,Growth,7078.T
7079,ＷＤＢココ,Growth,7079.T
7080,スポーツフィールド,Growth,7080.T
7081,コーユーレンティア,Standard,7081.T
7082,ジモティー,Growth,7082.T
7083,ＡＨＣグループ,Growth,7083.T
7084,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,Growth,7084.T
7085,カーブスホールディングス,Prime,7085.T
7087,ウイルテック,Standard,7087.T
7089,フォースタートアップス,Growth,7089.T
7090,リグア,Growth,7090.T
7091,リビングプラットフォーム,Growth,7091.T
7093,アディッシュ,Growth,7093.T
7094,ＮｅｘＴｏｎｅ,Growth,7094.T
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,Prime,7095.T
7096,ステムセル研究所,Growth,7096.T
7097,さくらさくプラス,Growth,7097.T
7102,日本車輌製造,Prime,7102.T
7110,クラシコム,Growth,7110.T
7111,ＩＮＥＳＴ,Standard,7111.T
7112,キューブ,Growth,7112.T
7114,フーディソン,Growth,7114.T
7115,アルファパーチェス,Standard,7115.T
7119,ハルメクホールディングス,Growth,7119.T
7120,ＳＨＩＮＫＯ,Standard,7120.T
7122,近畿車輛,Standard,7122.T
7126,グローバルスタイル,Standard,7126.T
7127,一家ホールディングス,Standard,7127.T
7128,ユニソルホールディングス,Prime,7128.T
7129,ミアヘルサホールディングス,Standard,7129.T
7130,ヤマエグループホールディングス,Prime,7130.T
7131,のむら産業,Standard,7131.T
7133,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,Growth,7133.T
7134,アップガレージグループ,Standard,7134.T
7135,ジャパンクラフトホールディングス,Standard,7135.T
7138,ＴＯＲＩＣＯ,Growth,7138.T
7140,ペットゴー,Growth,7140.T
7148,ＦＰＧ,Prime,7148.T
7150,島根銀行,Standard,7150.T
7157,ライフネット生命保険,Prime,7157.T
7161,じもとホールディングス,Standard,7161.T
7162,アストマックス,Standard,7162.T
7164,全国保証,Prime,7164.T
7167,めぶきフィナンシャルグループ,Prime,7167.T
7172,ジャパンインベストメントアドバイザー,Prime,7172.T
7173,東京きらぼしフィナンシャルグループ,Prime,7173.T
7175,今村証券,Standard,7175.T
7177,ＧＭＯフィナンシャルホールディングス,Standard,7177.T
7180,九州フィナンシャルグループ,Prime,7180.T
7181,かんぽ生命保険,Prime,7181.T
7182,ゆうちょ銀行,Prime,7182.T
7183,あんしん保証,Standard,7183.T
7184,富山第一銀行,Prime,7184.T
7185,ヒロセ通商,Standard,7185.T
7186,横浜フィナンシャルグループ,Prime,7186.T
7187,ジェイリース,Prime,7187.T
7189,西日本フィナンシャルホールディングス,Prime,7189.T
7191,イントラスト,Standard,7191.T
7192,日本モーゲージサービス,Standard,7192.T
7196,Ｃａｓａ,Standard,7196.T
7198,ＳＢＩアルヒ,Prime,7198.T
7199,プレミアグループ,Prime,7199.T
7201,日産自動車,Prime,7201.T
7202,いすゞ自動車,Prime,7202.T
7203,トヨタ自動車,Prime,7203.T
7208,カネミツ,Standard,7208.T
7211,三菱自動車工業,Prime,7211.T
7212,エフテック,Standard,7212.T
7213,レシップホールディングス,Standard,7213.T
7214,ＧＭＢ,Standard,7214.T
7215,ファルテック,Standard,7215.T
7217,テイン,Standard,7217.T
7218,田中精密工業,Standard,7218.T
7219,エッチ・ケー・エス,Standard,7219.T
7220,武蔵精密工業,Prime,7220.T
7222,日産車体,Standard,7222.T
7224,新明和工業,Prime,7224.T
7226,極東開発工業,Prime,7226.T
7228,デイトナ,Standard,7228.T
7231,トピー工業,Prime,7231.T
7235,東京ラヂエーター製造,Standard,7235.T
7236,ティラド,Prime,7236.T
7238,曙ブレーキ工業,Prime,7238.T
7239,タチエス,Prime,7239.T
7240,ＮＯＫ,Prime,7240.T
7241,フタバ産業,Prime,7241.T
7242,カヤバ,Prime,7242.T
7244,市光工業,Prime,7244.T
