signal_date,symbol,candidate_id,model_period,entry_date,entry_open,fifth_xtks_exit_date,fifth_xtks_exit_close,gross_return,one_hundred_shares_pl_yen,med_ret5,ret10,volr20,body_pct,rank_volr20,rank_body_pct,mean_rank,tail_cdf,tail_p
2023-04-10,6775,2023-04-10|6775|2023-04,2023-04,2023-04-11,341,2023-04-17,322,-0.0557184750733,-1900,-0.0178343949045,0.393700787402,1.17078373419,0.595238095238,0.5,1,0.75,0.999091902273,0.8200797
2023-04-26,6927,2023-04-26|6927|2023-04,2023-04,2023-04-27,646,2023-05-08,770,0.191950464396,12400,-0.00437158469945,0.306666666667,3.81621836302,-0.170454545455,1,1,1,0.999874745141,0.85506755
2023-04-27,6775,2023-04-27|6775|2023-04,2023-04,2023-04-28,286,2023-05-09,306,0.0699300699301,2000,-0.00416019453182,-0.0360655737705,3.23062520241,0.432835820896,0.5,0.5,0.5,0.999290222467,0.82752013
2023-05-16,3192,2023-05-16|3192|2023-05,2023-05,2023-05-17,484,2023-05-23,418,-0.136363636364,-6600,-0.00512382952656,0.337142857143,9.70611801064,0.774193548387,1,1,1,0.999755490997,0.8378784
2023-05-17,3133,2023-05-17|3133|2023-05,2023-05,2023-05-18,547,2023-05-24,606,0.107861060329,5900,-0.00189049596929,0.220779220779,1.28816635354,-0.015873015873,0.333333333333,1,0.666666666667,0.999903483288,0.85083115
2023-05-18,3133,2023-05-18|3133|2023-05,2023-05,2023-05-19,645,2023-05-25,551,-0.145736434109,-9400,0,0.272015655577,1.45746396629,0.786259541985,0.5,1,0.75,0.999205345739,0.81705403
2023-05-19,3137,2023-05-19|3137|2023-05,2023-05,2023-05-22,227,2023-05-26,199,-0.123348017621,-2800,0,0.107317073171,2.4182148725,0.732394366197,1,1,1,0.999510981993,0.827497
2023-05-25,2656,2023-05-25|2656|2023-05,2023-05,2023-05-26,268,2023-06-01,327,0.220149253731,5900,-0.00303214180641,0.36866359447,6.71850102709,-0.375,1,1,1,0.999054136224,0.81260735
2023-05-26,9439,2023-05-26|9439|2023-05,2023-05,2023-05-29,270,2023-06-02,235,-0.12962962963,-3500,-0.0102526560799,0.40625,11.4464715317,-0.113636363636,1,1,1,0.999829487142,0.84378564
2023-05-29,2304,2023-05-29|2304|2023-05,2023-05,2023-05-30,905,2023-06-05,922,0.0187845303867,1700,-0.012399897495,0.478190630048,6.33021891837,-0.253164556962,0.5,0.5,0.5,0.999662191508,0.8334944
2023-05-30,6578,2023-05-30|6578|2023-05,2023-05,2023-05-31,333,2023-06-06,296,-0.111111111111,-3700,-0.00816659997332,0.522727272727,3.36033175663,1,1,1,1,0.999623584824,0.83132565
2023-05-31,4259,2023-05-31|4259|2023-05,2023-05,2023-06-01,478,2023-06-07,621,0.299163179916,14300,-0.0154006346678,0.265625,3.16184757884,-0.586206896552,0.5,0.5,0.5,0.999054136224,0.812735
2023-06-23,3133,2023-06-23|3133|2023-06,2023-06,2023-06-26,761,2023-06-30,811,0.065703022339,5000,0,0.481188118812,4.11689988231,-0.101351351351,1,1,1,0.999865431829,0.8311878
2023-06-27,7578,2023-06-27|7578|2023-06,2023-06,2023-06-28,203,2023-07-04,419,1.06403940887,21600,-0.00770672961946,0.188235294118,2.73713281446,-0.409090909091,1,1,1,0.999066994016,0.79971516
2023-06-28,7578,2023-06-28|7578|2023-06,2023-06,2023-06-29,239,2023-07-05,369,0.543933054393,13000,-0.00116482236459,0.445859872611,2.32507199314,0.666666666667,1,1,1,0.999105869266,0.8007024
2023-07-10,7709,2023-07-10|7709|2023-07,2023-07,2023-07-11,430,2023-07-18,351,-0.183720930233,-7900,-0.0132052821128,0.453571428571,1.83553864803,0.685714285714,1,1,1,0.999358605926,0.8142984
2023-07-12,7578,2023-07-12|7578|2023-07,2023-07,2023-07-13,338,2023-07-20,374,0.10650887574,3600,-0.0174987133299,0.497797356828,0.461924674586,0.219512195122,1,1,1,0.999358605926,0.81435156
2023-08-03,2134,2023-08-03|2134|2023-08,2023-08,2023-08-04,21,2023-08-10,21,0,0,-0.0122375994249,-0.0833333333333,0.534791425892,0.5,1,1,1,0.999177461935,0.7923529
2023-08-08,3779,2023-08-08|3779|2023-08,2023-08,2023-08-09,188,2023-08-16,140,-0.255319148936,-4800,-0.0117647058824,0.419117647059,3.0793681333,0.972222222222,1,1,1,0.999477753609,0.8078744
2023-08-09,3779,2023-08-09|3779|2023-08,2023-08,2023-08-10,171,2023-08-17,161,-0.0584795321637,-1000,-0.00630914826498,0.396825396825,4.66882690869,-0.210526315789,1,1,1,0.999180073167,0.79241836
2023-08-22,7578,2023-08-22|7578|2023-08,2023-08,2023-08-23,589,2023-08-29,606,0.0288624787776,1700,-0.00909308499064,0.399470899471,5.49899165469,-0.00990099009901,1,1,1,0.999334135852,0.80062455
2023-09-12,9425,2023-09-12|9425|2023-09,2023-09,2023-09-13,530,2023-09-20,527,-0.00566037735849,-300,-0.00431965442765,0.466666666667,3.76934625358,-0.923076923077,1,1,1,0.999244751884,0.81718946
2023-09-14,9425,2023-09-14|9425|2023-09,2023-09,2023-09-15,577,2023-09-22,491,-0.149046793761,-8600,-0.000746825989544,0.462915601023,2.54415951284,0.526785714286,1,1,1,0.999151571921,0.814353
2023-10-02,2375,2023-10-02|2375|2023-10,2023-10,2023-10-03,477,2023-10-10,859,0.800838574423,38200,-0.0204918032787,0.202702702703,2.88828376121,0.710144927536,1,1,1,0.999393343514,0.81490403
2023-10-03,4882,2023-10-03|4882|2023-10,2023-10,2023-10-04,497,2023-10-11,507,0.0201207243461,1000,-0.0358306188925,0.213615023474,1.59957536161,0.486842105263,0.5,0.5,0.5,0.999442154955,0.817008
2023-10-04,4882,2023-10-04|4882|2023-10,2023-10,2023-10-05,518,2023-10-12,523,0.00965250965251,500,-0.0641711229947,0.0882352941176,0.802997276736,0.403846153846,0.5,0.5,0.5,0.999549075256,0.8223534
2023-10-06,4882,2023-10-06|4882|2023-10,2023-10,2023-10-10,570,2023-10-16,451,-0.208771929825,-11900,-0.025459688826,0.352657004831,0.790790490011,0.59,1,1,1,0.999451452373,0.8177992
2023-10-16,3779,2023-10-16|3779|2023-10,2023-10,2023-10-17,263,2023-10-23,248,-0.0570342205323,-1500,-0.0140672782875,0.149779735683,1.51165567138,0.0666666666667,1,1,1,0.999537453484,0.8213314
2023-10-17,2375,2023-10-17|2375|2023-10,2023-10,2023-10-18,748,2023-10-24,1042,0.393048128342,29400,-0.0219010074463,0.557303370787,1.51274928816,-0.0728476821192,0.5,0.5,0.5,0.999539777838,0.82153034
2023-10-18,6573,2023-10-18|6573|2023-10,2023-10,2023-10-19,908,2023-10-25,797,-0.122246696035,-11100,-0.0106976744186,0.116336633663,4.88091483731,0.018018018018,1,1,1,0.999611832823,0.82542574
2023-10-19,6573,2023-10-19|6573|2023-10,2023-10,2023-10-20,900,2023-10-26,669,-0.256666666667,-23100,-0.0227349847302,0.14465408805,2.72335636579,0.02,1,1,1,0.999242260481,0.8096493
2023-10-23,3189,2023-10-23|3189|2023-10,2023-10,2023-10-24,310,2023-10-30,346,0.116129032258,3600,-0.00873362445415,0.347457627119,8.64568527919,-0.886956521739,1,1,1,0.999493290751,0.8193077
2023-10-24,2375,2023-10-24|2375|2023-10,2023-10,2023-10-25,1015,2023-10-31,916,-0.0975369458128,-9900,-0.00984085215611,0.213038416764,1.03094247844,0.221198156682,0.5,0.5,0.5,0.999632752012,0.82709473
2023-12-08,7273,2023-12-08|7273|2023-12,2023-12,2023-12-11,289.700012207,2023-12-15,274.5,-0.0524681103436,-1520.0012207,-0.0179185350758,0.504400414791,4.71069549971,-0.357487922705,1,1,1,0.999633216731,0.82858485
2023-12-11,6731,2023-12-11|6731|2023-12,2023-12,2023-12-12,1000,2023-12-18,1000,0,0,-0.00979906313787,0,0.992756174858,1,1,1,1,0.999995808191,0.873449
2023-12-14,6085,2023-12-14|6085|2023-12,2023-12,2023-12-15,24.1333332062,2023-12-21,19.3666667938,-0.197513802658,-476.666641235,-0.0151515151515,0.0681114803376,1.52629111649,0.593023495651,1,1,1,0.999733820142,0.83416694
2023-12-18,3077,2023-12-18|3077|2023-12,2023-12,2023-12-19,436,2023-12-25,530,0.215596330275,9400,-0.0122324159021,0.573529411765,5.27078311708,0.616666666667,1,1,1,0.999962273721,0.8592921
2024-01-17,4073,2024-01-17|4073|2024-01,2024-01,2024-01-18,830,2024-01-24,748,-0.0987951807229,-8200,-0.00569125002362,0.27245508982,4.21145303934,-0.342342342342,1,1,1,0.999451379233,0.8201557
2024-01-18,3358,2024-01-18|3358|2024-01,2024-01,2024-01-19,127.800003052,2024-01-25,130.399993896,0.0203442158266,259.999084473,-0.00719794534743,0.567901234568,1.98837587091,0.0533335367839,1,1,1,0.999291780464,0.8132218
2024-02-08,7601,2024-02-08|7601|2024-02,2024-02,2024-02-09,404,2024-02-16,282,-0.30198019802,-12200,-0.00120578856052,0.528301886792,7.89129005819,0.894736842105,1,1,1,0.999378613601,0.8130594
2024-02-14,7689,2024-02-14|7689|2024-02,2024-02,2024-02-15,911,2024-02-21,955,0.0482985729967,4400,-0.011262029948,0.56529209622,3.06441014558,0.4375,1,1,1,0.999799244394,0.83391154
2024-02-15,2970,2024-02-15|2970|2024-02,2024-02,2024-02-16,646,2024-02-22,725,0.122291021672,7900,-0.0188679245283,0.396689802456,4.6966362779,-0.380753138075,1,1,1,0.999325078773,0.8112998
2024-03-05,7692,2024-03-05|7692|2024-03,2024-03,2024-03-06,150,2024-03-12,140,-0.0666666666667,-1000,-0.00321640395111,0.316666666667,0.730040790022,-0.709677419355,0.5,0.5,0.5,0.999136982855,0.8160237
2024-03-06,7692,2024-03-06|7692|2024-03,2024-03,2024-03-07,144,2024-03-13,135,-0.0625,-900,0,0.252100840336,0.325278216274,-0.05,0.333333333333,0.666666666667,0.5,0.999417922479,0.82445216
2024-03-07,7692,2024-03-07|7692|2024-03,2024-03,2024-03-08,150,2024-03-14,132,-0.12,-1800,-0.000593294258775,0.271929824561,0.291108737676,0.0555555555556,0.25,0.75,0.5,0.999719060376,0.8376135
2024-03-11,2330,2024-03-11|2330|2024-03,2024-03,2024-03-12,347,2024-03-18,364,0.0489913544669,1700,-0.00567386160606,-0.0586666666667,0.356917619676,0.346153846154,0.25,0.25,0.25,0.999485862127,0.82768154
2024-03-12,2330,2024-03-12|2330|2024-03,2024-03,2024-03-13,385,2024-03-19,370,-0.038961038961,-1500,-0.00235572567588,-0.186813186813,0.450984297152,0.657142857143,0.2,0.4,0.3,0.99923981043,0.8191597
2024-03-13,5216,2024-03-13|5216|2024-03,2024-03,2024-03-14,160,2024-03-21,175,0.09375,1500,-0.0121733352151,0.470085470085,0.925752428631,-0.606060606061,0.333333333333,0.666666666667,0.5,0.99952258626,0.82940125
2024-03-14,9704,2024-03-14|9704|2024-03,2024-03,2024-03-15,52,2024-03-22,56,0.0769230769231,400,-0.0036652426628,0.35,0.270625610584,0.2,0.2,0.6,0.4,0.99924531905,0.81937397
2024-03-15,6659,2024-03-15|6659|2024-03,2024-03,2024-03-18,82,2024-03-25,87,0.0609756097561,500,-0.00626335141458,-0.234693877551,0.347861312631,-0.692307692308,1,1,1,0.999291224217,0.8206819
2024-03-28,6276,2024-03-28|6276|2024-03,2024-03,2024-03-29,776,2024-04-04,698,-0.100515463918,-7800,-0.0127743258227,0.391525423729,2.94692876322,0.816901408451,1,1,1,0.999320603524,0.8217702
2024-04-01,2330,2024-04-01|2330|2024-04,2024-04,2024-04-02,520,2024-04-08,302,-0.419230769231,-21800,-0.0125944584383,0.335978835979,1.78339465685,0.209302325581,1,1,1,0.99984472762,0.8457926
2024-04-02,5255,2024-04-02|5255|2024-04,2024-04,2024-04-03,361,2024-04-09,320,-0.113573407202,-4100,-0.0241770955749,0.40243902439,5.79960906393,0.931818181818,1,1,1,0.999142472995,0.8119064
2024-04-03,6659,2024-04-03|6659|2024-04,2024-04,2024-04-04,81,2024-04-10,124,0.530864197531,4300,-0.0301060070671,-0.126315789474,0.753797124463,0.666666666667,0.5,1,0.75,0.999324212257,0.81965876
2024-04-04,2330,2024-04-04|2330|2024-04,2024-04,2024-04-05,324,2024-04-11,341,0.0524691358025,1700,-0.0121765601218,-0.174334140436,0.883853690104,-0.782051282051,0.5,0.5,0.5,0.99942831533,0.8240864
2024-04-05,2330,2024-04-05|2330|2024-04,2024-04,2024-04-08,326,2024-04-12,351,0.0766871165644,2500,-0.0245901639344,-0.241379310345,1.27801933821,0.130434782609,1,1,1,0.99936655927,0.82131064
2024-04-08,6659,2024-04-08|6659|2024-04,2024-04,2024-04-09,100,2024-04-15,107,0.07,700,-0.010989010989,0.149425287356,1.21309767154,0.428571428571,1,1,1,0.999687690782,0.83511746
2024-04-16,5216,2024-04-16|5216|2024-04,2024-04,2024-04-17,250,2024-04-23,276,0.104,2600,-0.0168827268887,0.420731707317,3.6767405804,-0.391304347826,1,1,1,0.999477720178,0.8262459
2024-04-19,2330,2024-04-19|2330|2024-04,2024-04,2024-04-22,280,2024-04-26,252,-0.1,-2800,-0.0354849606476,-0.148484848485,0.707110617351,-0.475,1,1,1,0.99928892308,0.81843144
2024-05-14,6659,2024-05-14|6659|2024-05,2024-05,2024-05-15,128,2024-05-21,144,0.125,1600,0,0.272727272727,3.32529307537,0.58064516129,1,1,1,0.999634902629,0.82757
2024-05-15,5216,2024-05-15|5216|2024-05,2024-05,2024-05-16,320,2024-05-22,309,-0.034375,-1100,-0.00466850558583,0.366666666667,2.77182813007,0.904761904762,1,1,1,0.999509241209,0.8216806
2024-05-16,3350,2024-05-16|3350|2024-05,2024-05,2024-05-17,36,2024-05-23,76,1.11111111111,4000,-0.0124481327801,0.206896551724,2.59666276969,0.25,0.5,0.5,0.5,0.999052444964,0.80552787
2024-05-17,3350,2024-05-17|3350|2024-05,2024-05,2024-05-20,37,2024-05-24,57,0.540540540541,2000,-0.00847457627119,0.206896551724,1.33900152369,-0.25,0.333333333333,0.666666666667,0.5,0.999395466679,0.8175426
2024-05-20,3350,2024-05-20|3350|2024-05,2024-05,2024-05-21,66,2024-05-27,67,0.0151515151515,100,-0.00368421052632,0.464285714286,6.58824450286,0.4,1,1,1,0.999959244945,0.85292274
2024-05-24,6696,2024-05-24|6696|2024-05,2024-05,2024-05-27,597,2024-05-31,688,0.15242881072,9100,-0.00401284109149,0.446753246753,5.89953524813,0.166666666667,1,1,1,0.999954150563,0.8508832
2024-05-30,3350,2024-05-30|3350|2024-05,2024-05,2024-05-31,58,2024-06-06,78,0.344827586207,2000,-0.0105167724388,0.571428571429,0.609611174061,0,1,1,1,0.999663770794,0.82891005
2024-06-07,3350,2024-06-07|3350|2024-06,2024-06,2024-06-10,82,2024-06-14,90,0.0975609756098,800,-0.00151529502259,0.491228070175,1.01879829882,0.666666666667,0.5,0.5,0.5,0.999710017661,0.836145
2024-06-11,5216,2024-06-11|5216|2024-06,2024-06,2024-06-12,528,2024-06-18,556,0.0530303030303,2800,-0.00147928994083,0.149892933619,0.972682463974,-0.101449275362,0.25,0.5,0.375,0.999642846611,0.8329507
2024-06-13,4564,2024-06-13|4564|2024-06,2024-06,2024-06-14,32,2024-06-20,32,0,0,0,0.230769230769,2.83846497765,0.777777777778,1,1,1,0.999941020541,0.8517806
2024-06-18,6696,2024-06-18|6696|2024-06,2024-06,2024-06-19,687,2024-06-25,704,0.0247452692868,1700,-0.00214899713467,-0.140526976161,1.82038722469,0.719424460432,1,1,1,0.999567483969,0.8290102
2024-06-21,4592,2024-06-21|4592|2024-06,2024-06,2024-06-24,688,2024-06-28,1318,0.915697674419,63000,0,0.427402862986,3.39003123803,-0.487804878049,0.5,0.5,0.5,0.999116946437,0.81283903
2024-07-11,4935,2024-07-11|4935|2024-07,2024-07,2024-07-12,140,2024-07-19,267.600006104,0.911428615025,12760.0006104,-0.00505051936458,0.21908130495,9.13845282937,-0.42857121381,1,1,1,0.999251194202,0.823144
2024-07-22,4893,2024-07-22|4893|2024-07,2024-07,2024-07-23,270,2024-07-29,234,-0.133333333333,-3600,-0.00952006918194,0.376884422111,3.86266707965,0.166666666667,1,1,1,0.999636702272,0.8367146
2024-07-23,4564,2024-07-23|4564|2024-07,2024-07,2024-07-24,48,2024-07-30,43,-0.104166666667,-500,-0.00790493076264,0.305555555556,2.13764271662,0.571428571429,1,1,1,0.99977472368,0.842895
2024-07-24,4169,2024-07-24|4169|2024-07,2024-07,2024-07-25,310,2024-07-31,308,-0.00645161290323,-200,-0.0223374586797,0.538461538462,0.226268053106,-0.521739130435,0.5,0.5,0.5,0.999355900098,0.82646036
2024-07-25,4935,2024-07-25|4935|2024-07,2024-07,2024-07-26,201,2024-08-01,202.399993896,0.0069651437636,139.999389648,-0.0299212598425,0.417808219178,0.470310248431,0.374999874517,0.25,1,0.625,0.999086203095,0.818797
2024-07-26,7776,2024-07-26|7776|2024-07,2024-07,2024-07-29,555,2024-08-02,566,0.0198198198198,1100,-0.0257575757576,-0.447280799112,0.913851837707,0.958904109589,1,1,1,0.999838181798,0.847248
2024-07-29,7776,2024-07-29|7776|2024-07,2024-07,2024-07-30,525,2024-08-05,466,-0.112380952381,-5900,-0.00427611484423,-0.372716199756,1.38262403702,-0.425531914894,1,1,1,0.999952406411,0.8595647
2024-07-30,3350,2024-07-30|3350|2024-07,2024-07,2024-07-31,135,2024-08-06,64.3000030518,-0.523703681098,-7069.99969482,-0.0156081246472,0.480392156863,0.421820553612,-0.277777777778,0.25,0.5,0.375,0.999757272697,0.8418298
2024-08-01,7776,2024-08-01|7776|2024-08,2024-08,2024-08-02,512,2024-08-08,655,0.279296875,14300,-0.00916730863506,-0.501379944802,0.992550890182,0.888888888889,0.5,1,0.75,0.999846720274,0.85181606
2024-08-02,4935,2024-08-02|4935|2024-08,2024-08,2024-08-05,160.199996948,2024-08-09,184.800003052,0.153558093459,2460.00061035,-0.0588914549654,-0.296711537161,0.148124007007,0.0109888359396,0.25,0.5,0.375,0.999222871788,0.8251109
2024-08-05,7776,2024-08-05|7776|2024-08,2024-08,2024-08-06,543,2024-08-13,626,0.152854511971,8300,-0.19487250732,-0.268445839874,1.03759365041,-0.78527607362,1,1,1,0.999753219641,0.8454695
2024-08-06,3350,2024-08-06|3350|2024-08,2024-08,2024-08-07,74.3000030518,2024-08-14,108,0.4535665621,3369.99969482,-0.122773230621,-0.707727258856,1.66474789894,-0.120567172497,1,1,1,0.999133969546,0.822636
2024-08-07,4935,2024-08-07|4935|2024-08,2024-08,2024-08-08,186.199996948,2024-08-15,175.399993896,-0.058002165568,-1080.00030518,-0.118299210226,-0.0807393269004,0.119159025981,0.722222169894,0.5,1,0.75,0.999308708434,0.82855165
2024-08-08,4935,2024-08-08|4935|2024-08,2024-08,2024-08-09,178.600006104,2024-08-16,180.600006104,0.011198207904,200,-0.0915910004018,-0.114009691321,0.0687434339743,-0.194444738788,0.333333333333,0.333333333333,0.333333333333,0.999316372421,0.82874364
2024-08-09,4935,2024-08-09|4935|2024-08,2024-08,2024-08-13,178.800003052,2024-08-19,169.600006104,-0.0514541207562,-919.999694824,-0.0289921353747,-0.0523076766577,0.126275078559,0.348314375577,0.333333333333,1,0.666666666667,0.999751686843,0.8453952
2024-09-04,2586,2024-09-04|2586|2024-09,2024-09,2024-09-05,90,2024-09-11,110,0.222222222222,2000,-0.0153846153846,0.217391304348,0.897180410459,-0.214285714286,0.5,0.5,0.5,0.99920096062,0.8255811
2024-09-05,7776,2024-09-05|7776|2024-09,2024-09,2024-09-06,938,2024-09-12,860,-0.0831556503198,-7800,-0.0145395799677,0.0149572649573,1.2217946574,0.853211009174,1,1,1,0.999559863705,0.8379617
2024-09-06,4316,2024-09-06|4316|2024-09,2024-09,2024-09-09,587,2024-09-13,535,-0.0885860306644,-5200,-0.0255952453613,0.556786703601,3.01790105016,0.825242718447,0.5,1,0.75,0.999011908788,0.82037705
2024-09-09,2586,2024-09-09|2586|2024-09,2024-09,2024-09-10,108,2024-09-17,131,0.212962962963,2300,-0.0269461077844,0.126315789474,0.515092784008,1,0.5,1,0.75,0.999302871372,0.8285883
2024-09-10,2586,2024-09-10|2586|2024-09,2024-09,2024-09-11,104,2024-09-18,122,0.173076923077,1800,-0.031884057971,-0.00980392156863,0.550575266047,-0.4375,0.25,0.5,0.375,0.999037017235,0.8210649
2024-09-11,3350,2024-09-11|3350|2024-09,2024-09,2024-09-12,112.199996948,2024-09-19,109.900001526,-0.0204990684931,-229.999542236,-0.0253968253968,-0.327607371324,0.70395705072,-0.121621802743,1,1,1,0.999295486535,0.8283098
2024-09-13,2586,2024-09-13|2586|2024-09,2024-09,2024-09-17,125,2024-09-24,123,-0.016,-200,-0.00816326530612,0.0545454545455,0.935166707083,0,0.333333333333,0.333333333333,0.333333333333,0.999135974053,0.8241036
2024-09-17,190A,2024-09-17|190A|2024-09,2024-09,2024-09-18,469,2024-09-25,359,-0.234541577825,-11000,-0.00483870967742,-0.370320855615,0.971140206042,-0.568181818182,0.5,0.5,0.5,0.999227546033,0.8261335
2024-09-18,190A,2024-09-18|190A|2024-09,2024-09,2024-09-19,440,2024-09-26,336,-0.236363636364,-10400,-0.00245398773006,-0.445544554455,1.14890174103,-0.538461538462,1,1,1,0.999265947187,0.8275327
2024-09-30,8894,2024-09-30|8894|2024-09,2024-09,2024-10-01,470,2024-10-07,380,-0.191489361702,-9000,-0.00660904931368,0.46875,0.762170352029,0.777777777778,0.5,1,0.75,0.999147789792,0.82433397
2024-10-02,3070,2024-10-02|3070|2024-10,2024-10,2024-10-03,135,2024-10-09,113,-0.162962962963,-2200,-0.00778074676391,0.127118644068,5.86400941,0.323529411765,1,1,1,0.999404211578,0.835399
2024-10-04,6836,2024-10-04|6836|2024-10,2024-10,2024-10-07,849.666687012,2024-10-11,870,0.0239309287973,2033.33129883,-0.00751879699248,-0.10275866062,0.459863712339,0.432203278053,1,1,1,0.999109906454,0.82656276
2024-10-10,8894,2024-10-10|8894|2024-10,2024-10,2024-10-11,440,2024-10-18,437,-0.00681818181818,-300,-0.00449690848196,0.194444444444,0.738739348117,0.833333333333,1,1,1,0.999092678837,0.82594055
2024-10-16,2156,2024-10-16|2156|2024-10,2024-10,2024-10-17,480,2024-10-23,582,0.2125,10200,-0.00629200745,0.218446601942,3.24877873885,0.512820512821,1,1,1,0.999879406681,0.86010617
2024-10-17,8894,2024-10-17|8894|2024-10,2024-10,2024-10-18,472,2024-10-24,498,0.0550847457627,2600,-0.00843293997753,0.170731707317,2.01122290958,0.704225352113,0.5,0.5,0.5,0.999094114472,0.82598865
2024-10-18,3936,2024-10-18|3936|2024-10,2024-10,2024-10-21,144,2024-10-25,146,0.0138888888889,200,-0.00712222716922,0.441176470588,0.755767744482,-0.310344827586,0.5,0.5,0.5,0.999329558571,0.8327826
2024-10-21,2156,2024-10-21|2156|2024-10,2024-10,2024-10-22,690,2024-10-28,579,-0.160869565217,-11100,-0.00434823025965,0.0714285714286,3.35684085912,0.183333333333,1,1,1,0.999879406681,0.8601541
2024-10-22,2156,2024-10-22|2156|2024-10,2024-10,2024-10-23,648,2024-10-29,625,-0.0354938271605,-2300,-0.0188240695727,-0.147668393782,2.00342452722,-0.21768707483,1,1,1,0.999491785298,0.8380708
2024-10-23,2901,2024-10-23|2901|2024-10,2024-10,2024-10-24,690,2024-10-30,702,0.0173913043478,1200,-0.0203349282297,0.360946745562,3.1422621908,0.0515463917526,1,1,1,0.99959802227,0.84256756
2024-10-24,2586,2024-10-24|2586|2024-10,2024-10,2024-10-25,161,2024-10-31,244,0.515527950311,8300,-0.0211970074813,0.330434782609,7.22935149167,0.681818181818,1,1,1,0.999411389752,0.8356687
2024-10-25,6836,2024-10-25|6836|2024-10,2024-10,2024-10-28,1085,2024-11-01,941.666687012,-0.132104435934,-14333.3312988,-0.0302437452254,0.203389830508,4.17163183637,0.943119048443,0.5,1,0.75,0.999013718926,0.8239083
2024-10-28,2586,2024-10-28|2586|2024-10,2024-10,2024-10-29,197,2024-11-05,247,0.253807106599,5000,-0.017375850648,0.481132075472,2.357636786,0.166666666667,0.5,1,0.75,0.999751635188,0.8502385
2024-10-29,8894,2024-10-29|8894|2024-10,2024-10,2024-10-30,493,2024-11-06,430,-0.127789046653,-6300,0,0.2325,3.41299523209,-0.820512820513,0.333333333333,0.333333333333,0.333333333333,0.999252034294,0.83025366
2024-11-14,3350,2024-11-14|3350|2024-11,2024-11,2024-11-15,195.800003052,2024-11-21,256,0.307456567977,6019.99969482,-0.00862068965517,0.349196161105,1.72707202445,0.979885146929,1,1,1,0.999897044767,0.85827535
2024-11-19,2901,2024-11-19|2901|2024-11,2024-11,2024-11-20,770,2024-11-26,723,-0.061038961039,-4700,-0.00460829493088,-0.0324189526185,0.992060018756,0.98,0.5,1,0.75,0.999462963246,0.8385913
